Width: 253
Height: 212
0000000000001042514711014732117011083142410174000000000000000000230251201261471471101261471452910131300000000000000000004111116333615527163060667027725110000000000000000000751116310415566220025174219116251440000000000000000006311115511015532117053210170257400000000000000000016311141126155147740166147617252500000000000000000001202523011714771230011766702771111230000000000000000001472510463147742510251322191161111440
00000000000022027600252666610183012332712280000000000000000001632716402036183101120049983712700000000000000000003271163032831601116501176627500000000000000000022771220022732411111440633227630000000000000000002207122702526671111320658327336000000000000000000163713202032716411116001261472766000000000000000000016427163032164610150606671650000000000000000006027220014411145101148035211711040
001442511700000022060000110662198539164001612280000000110252700000016332000288354271096001266127000000003131111260000001128000117313818671230015561500000007411125200000022725200063412041091314800226616300000001441112500000002206000065661469263200110612280000000123111610000001633200012616414443831300061610000000031325126000000321630001176838106123001476165000000032253520000006022000031614513122041440014861104
0014545216250000002246335261410322219116160910320123147144000000031645441450000016311716361667934391144186049914775000000003845412600000228203322201203927371510665022714723000000002014511622000000104122727696920414106109131440251147352000000024537336000001101042522410322219116654293205147144000000010445961000001263362032663611439324438160049914715500000000544514126000003361261161121112396170381066506014723000000002194549525100000104110227611201104782146412241440352147220
0104146541091322800000011014745846985313651607216251017400000005254438166100000012614733019638201126117102510131300000000271045714126000000336155862639651172440621012511000000002282043885642520000001041555197587228251106401651012514400000003161065412132500000001101551145114854665640241012574000000051608538861000000281557578181054998340291012525000000006610184414203000000117147862639252607076725111110000000025082129146251000000631473976807147251146711625111600
60214719021710637228000104228003162191161040336136827141111110000110614774705418514500051450017542392280174032107161111250000025147147661164109412600012023000413971163013617062731310165000011111474413237011622000083316001558210122406464106271201016000001441451474692236737228000631470025121911614801171362042721016600001106147969172291450001633002843922801631032102727101111000001601471471104833854220300031630041392716301328216071160111224000074661474417322411625100014763001552044224066227764713111
6110511719121825121925000220144022062296251256117658361379159250000010437273493191725370001631640163120710520325257449914761615586600000261010302126111216300074280323937110145111612306027611693875000027710619626512503715500060252060116392282281114125125111613192231040000111311751111072512195420002521440252426160743111625053261980168228000025187135715923031339000203830281201020128111251116614761616612700000291412669283212230000832030323781612514523022766611723795000010614622010763603775000144252060116391552282512025125174611316317
62106148224160120331322803521442521011061641442521463916401101642502290000656131471044016064131361076514716328216415512661230126164164870000066702499381013134161602803216383827132203114427750250323351610000228116111110116219313331602200227252144641603222422724131040316321079296000025162106144717031364116033602522272521414632148252277291470532191411000056201164251853136216061020332284182327520312038120003283167000006621641126542516023133132030322832136116416316444625025016432716100003361651011165219160416313251022725222710625164252144242011480316164348118
327410463219547012026001104110321040001174424361160632022467423032327551014444323202032281263222800017441067116066049963130328366061294525214528015512622883203000827427663131230323131101178366123155204386441145252014811022683252000374951454163132260144313144352837410431610654216314522702241041831440002277241206163138301103133223083322285313854461453202032282883155000203710627631330031364991473266126711018141452280228283363228000105444611203136110074622414432741103368212165412220010411043210001204449541413136144
63116111722062401331322800000000022714666101394024750110214705661166174140831361000000000230823241840406101662145006616416016614729442516028000000000219261131044111123014714511003363212025214420144106160352000000000611016664264464104014814514803167461117352444131603360000000001442191114844241550110145147056666662302443916061000000000287032413744102001452166066326126147294010131316300000000064616120140401412301472110025074412201442014064313630000000002111711062940495104
64107149192221613229531432137441144011827201227110144014414632144000011064253676273196120327323141271211201470166870126321261550203243214700000631321617438174120328334750869379272808716601471632281630106145832300000323131059561535679696683159750100221145252027211801442523162520611483352000014431310610993199583742835697509921128120144015622902246065144022649583227000011031314146119625412138373275094179368301668002832499147028708316400000667017112203303211043143661248712030871660147230117163067145321700003262013151081282128366321103314571211452520229156022625163252071101322200
26108150193222701172963153473753171042521914112516749232922706514411033600011010615106593646903028566161200750222562281633016716311113812320166147499660000313454037234516938251268736075455874203838121666120489730230033616315550003240939528325528602219220272997837347387224144102815622849510461051251010422010425100014424122910815864422221633615649735011911031482523302722516261219611701101441102500001101063877710011125581442716620055833125615528742312032513311104991474996600006184437100838418381428167314221249732281648121616182108530170117230228650003229548355838113677165352411105686144238711441028118336165104919135202513521041040
29121501941084511103162218711801102260164854933977112029980567204336022410638103985114558694537057487231012622801103813304326668020766049964573744458521278554520306686871660228126039398175120617817133216023003278581038152168625452500117329871560226110014710476606141102817110741462510144825429391264466196345250220299872720110407554903397663299171315242500110106381016543253431445370163732871620282280171833230430674171171401100313454437441510879503845506631167166022816303983293303271110803326650741091673810019416774515503363291671560104252054271049348145145101880149146316
12109149792231092411711834874614104110252147749405195283765563294111715619631325516091510579706944111667874667116702031451039802823216173313321667938421144454412480291516012616783114178166014784183200441773659169196652317323651452415949480151386422041119111145101815602261165281048021837645910672996125111822110411096671091214980569542161172961126117111332720110147711540651982802992329211716111851075255354383328012018544661618121166145870126619084610281087701273112074079120108774404585869792645252038783743201610155811532003287741810777322751627411538724385411547925338643522291917421296118014816535511260410108459116122161251
